date,Open,High,Low,Close,Volume,Adj Close
2017-11-03,3377.736083984375,3380.570068359375,3347.360107421875,3371.743896484375,172700.0,3371.743896484375
2017-11-06,3369.68505859375,3389.383056640625,3356.533935546875,3388.174072265625,154600.0,3388.174072265625
2017-11-07,3389.471923828125,3415.14794921875,3387.946044921875,3413.574951171875,190600.0,3413.574951171875
2017-11-08,3409.14697265625,3434.491943359375,3404.881103515625,3415.4599609375,185400.0,3415.4599609375
2017-11-09,3410.672119140625,3428.77001953125,3408.618896484375,3427.794921875,158700.0,3427.794921875
2017-11-10,3423.18505859375,3438.7919921875,3414.3291015625,3432.673095703125,189300.0,3432.673095703125
2017-11-13,3435.18408203125,3449.1640625,3435.0849609375,3447.8359375,205400.0,3447.8359375
2017-11-14,3446.544921875,3450.4951171875,3419.69189453125,3429.548095703125,196500.0,3429.548095703125
2017-11-15,3416.2109375,3423.75,3396.381103515625,3402.52490234375,168800.0,3402.52490234375
2017-11-16,3393.194091796875,3409.653076171875,3390.589111328125,3399.25,156700.0,3399.25
2017-11-17,3392.68310546875,3403.285888671875,3373.2958984375,3382.907958984375,249500.0,3382.907958984375
2017-11-20,3361.35595703125,3393.10595703125,3337.115966796875,3392.39892578125,176500.0,3392.39892578125
2017-11-21,3382.360107421875,3419.802001953125,3377.59912109375,3410.498046875,196900.0,3410.498046875
2017-11-22,3417.3310546875,3442.177978515625,3404.287109375,3430.464111328125,213600.0,3430.464111328125
2017-11-23,3425.009033203125,3429.424072265625,3342.33203125,3352.989013671875,208800.0,3352.989013671875
2017-11-24,3340.384033203125,3360.74609375,3328.333984375,3353.821044921875,159600.0,3353.821044921875
2017-11-27,3346.656982421875,3347.051025390625,3315.263916015625,3322.22998046875,166400.0,3322.22998046875
2017-11-28,3311.23193359375,3333.800048828125,3300.781005859375,3333.656982421875,138200.0,3333.656982421875
2017-11-29,3335.56689453125,3343.06201171875,3305.572021484375,3337.862060546875,183800.0,3337.862060546875
2017-11-30,3328.64306640625,3340.919921875,3306.282958984375,3317.18798828125,156600.0,3317.18798828125
2017-12-01,3315.10498046875,3324.51611328125,3302.43994140625,3317.616943359375,139200.0,3317.616943359375
2017-12-04,3310.381103515625,3323.99609375,3304.10302734375,3309.617919921875,148100.0,3309.617919921875
2017-12-05,3301.69091796875,3315.737060546875,3300.511962890625,3303.675048828125,208300.0,3303.675048828125
2017-12-06,3291.31298828125,3296.200927734375,3254.611083984375,3293.965087890625,151600.0,3293.965087890625
2017-12-07,3283.279052734375,3291.281982421875,3259.1640625,3272.053955078125,132100.0,3272.053955078125
2017-12-08,3264.47802734375,3297.1298828125,3258.759033203125,3289.991943359375,133200.0,3289.991943359375
2017-12-11,3290.488037109375,3322.674072265625,3288.294921875,3322.196044921875,132000.0,3322.196044921875
2017-12-12,3320.31005859375,3320.31005859375,3280.3291015625,3280.81396484375,124600.0,3280.81396484375
2017-12-13,3278.39697265625,3304.010009765625,3273.324951171875,3303.037109375,112000.0,3303.037109375
2017-12-14,3302.931884765625,3309.530029296875,3282.572998046875,3292.43896484375,120500.0,3292.43896484375
2017-12-15,3287.529052734375,3287.529052734375,3259.387939453125,3266.136962890625,130900.0,3266.136962890625
2017-12-18,3268.033935546875,3280.5439453125,3254.177978515625,3267.922119140625,120700.0,3267.922119140625
2017-12-19,3266.01904296875,3296.93994140625,3266.01904296875,3296.5380859375,115100.0,3296.5380859375
2017-12-20,3296.739990234375,3300.2119140625,3276.1201171875,3287.60595703125,137700.0,3287.60595703125
2017-12-21,3281.117919921875,3309.222900390625,3267.404052734375,3300.05908203125,142100.0,3300.05908203125
2017-12-22,3297.68505859375,3307.327880859375,3293.44189453125,3297.06298828125,124000.0,3297.06298828125
2017-12-25,3296.2109375,3312.300048828125,3270.44091796875,3280.839111328125,142500.0,3280.839111328125
2017-12-26,3277.8369140625,3307.299072265625,3274.326904296875,3306.125,142400.0,3306.125
2017-12-27,3302.4609375,3307.080078125,3270.34912109375,3275.782958984375,162700.0,3275.782958984375
2017-12-28,3272.291015625,3304.095947265625,3263.72802734375,3296.385009765625,175400.0,3296.385009765625
2017-12-29,3295.24609375,3308.22509765625,3292.77001953125,3307.172119140625,141600.0,3307.172119140625
2018-01-02,3314.031005859375,3349.052978515625,3314.031005859375,3348.325927734375,202300.0,3348.325927734375
2018-01-03,3347.742919921875,3379.9150390625,3345.2890625,3369.10791015625,213800.0,3369.10791015625
2018-01-04,3371.0,3392.825927734375,3365.294921875,3385.7099609375,207000.0,3385.7099609375
2018-01-05,3386.464111328125,3402.069091796875,3380.2451171875,3391.75,213100.0,3391.75
2018-01-08,3391.552978515625,3412.73095703125,3384.55908203125,3409.47998046875,236200.0,3409.47998046875
2018-01-09,3406.112060546875,3417.22802734375,3403.5869140625,3413.89990234375,191500.0,3413.89990234375
2018-01-10,3414.113037109375,3430.214111328125,3398.842041015625,3421.833984375,209100.0,3421.833984375
2018-01-11,3415.5849609375,3426.48291015625,3405.638916015625,3425.344970703125,173800.0,3425.344970703125
2018-01-12,3423.87890625,3435.424072265625,3417.97998046875,3428.94091796875,174100.0,3428.94091796875
2018-01-15,3428.950927734375,3442.5009765625,3402.31201171875,3410.488037109375,232000.0,3410.488037109375
2018-01-16,3403.468994140625,3437.5830078125,3401.9609375,3436.593994140625,211500.0,3436.593994140625
2018-01-17,3438.575927734375,3465.205078125,3430.510986328125,3444.6708984375,261000.0,3444.6708984375
2018-01-18,3449.881103515625,3476.5458984375,3448.7890625,3474.75390625,220000.0,3474.75390625
2018-01-19,3481.6201171875,3498.43408203125,3474.2919921875,3487.864013671875,247500.0,3487.864013671875
2018-01-22,3476.993896484375,3503.385986328125,3475.673095703125,3501.362060546875,217500.0,3501.362060546875
2018-01-23,3504.343994140625,3547.221923828125,3504.343994140625,3546.5048828125,238700.0,3546.5048828125
2018-01-24,3553.47900390625,3569.489013671875,3527.112060546875,3559.465087890625,253000.0,3559.465087890625
2018-01-25,3555.16796875,3571.48095703125,3528.034912109375,3548.306884765625,243400.0,3548.306884765625
2018-01-26,3535.492919921875,3574.905029296875,3534.195068359375,3558.12890625,222700.0,3558.12890625
2018-01-29,3563.639892578125,3587.031982421875,3510.26904296875,3523.0009765625,236000.0,3523.0009765625
2018-01-30,3511.5009765625,3523.051025390625,3484.656005859375,3488.009033203125,186400.0,3488.009033203125
2018-01-31,3470.509033203125,3495.452880859375,3454.72607421875,3480.8330078125,207300.0,3480.8330078125
2018-02-01,3478.669921875,3495.093017578125,3424.4189453125,3446.97998046875,260500.0,3446.97998046875
2018-02-02,3419.22509765625,3463.1640625,3388.860107421875,3462.0810546875,208100.0,3462.0810546875
2018-02-05,3411.669921875,3487.720947265625,3406.240966796875,3487.4970703125,217700.0,3487.4970703125
2018-02-06,3418.010009765625,3440.1240234375,3364.216064453125,3370.652099609375,280600.0,3370.652099609375
2018-02-07,3412.743896484375,3425.5380859375,3304.007080078125,3309.260009765625,260900.0,3309.260009765625
2018-02-08,3281.0458984375,3307.162109375,3225.7119140625,3262.050048828125,201300.0,3262.050048828125
2018-02-09,3172.85107421875,3180.110107421875,3062.742919921875,3129.85107421875,256400.0,3129.85107421875
2018-02-12,3128.37109375,3168.1259765625,3113.60498046875,3154.125,153300.0,3154.125
2018-02-13,3176.10693359375,3219.217041015625,3176.10693359375,3184.958984375,151500.0,3184.958984375
2018-02-14,3188.248046875,3203.4970703125,3171.384033203125,3199.158935546875,100300.0,3199.158935546875
2018-02-22,3237.569091796875,3269.916015625,3234.114990234375,3268.55908203125,138700.0,3268.55908203125
2018-02-23,3275.428955078125,3294.134033203125,3258.488037109375,3289.02392578125,145800.0,3289.02392578125
2018-02-26,3307.294921875,3335.986083984375,3281.614990234375,3329.573974609375,188600.0,3329.573974609375
2018-02-27,3328.672119140625,3328.672119140625,3284.62890625,3292.068115234375,174200.0,3292.068115234375
2018-02-28,3264.05908203125,3277.83203125,3239.843994140625,3259.407958984375,151000.0,3259.407958984375
2018-03-01,3235.089111328125,3280.14892578125,3228.5849609375,3273.7548828125,159100.0,3273.7548828125
2018-03-02,3248.446044921875,3269.93798828125,3242.26708984375,3254.528076171875,150900.0,3254.528076171875
2018-03-05,3255.87109375,3269.39990234375,3236.717041015625,3256.926025390625,144800.0,3256.926025390625
2018-03-06,3266.487060546875,3290.2529296875,3243.654052734375,3289.64208984375,195400.0,3289.64208984375
2018-03-07,3288.864990234375,3308.406005859375,3264.763916015625,3271.66796875,168700.0,3271.66796875
2018-03-08,3268.346923828125,3289.4970703125,3261.552001953125,3288.406005859375,149800.0,3288.406005859375
2018-03-09,3291.426025390625,3309.715087890625,3283.55908203125,3307.166015625,168400.0,3307.166015625
2018-03-12,3319.208984375,3333.56103515625,3313.554931640625,3326.698974609375,206500.0,3326.698974609375
2018-03-13,3324.1220703125,3333.875,3307.3759765625,3310.239013671875,177100.0,3310.239013671875
2018-03-14,3298.666015625,3304.97900390625,3287.35595703125,3291.382080078125,157500.0,3291.382080078125
2018-03-15,3277.513916015625,3297.097900390625,3273.200927734375,3291.112060546875,148600.0,3291.112060546875
2018-03-16,3290.208984375,3300.56494140625,3269.282958984375,3269.882080078125,141200.0,3269.882080078125
2018-03-19,3264.927978515625,3280.56689453125,3251.047119140625,3279.251953125,138000.0,3279.251953125
2018-03-20,3257.218994140625,3292.573974609375,3252.43310546875,3290.639892578125,139900.0,3290.639892578125
2018-03-21,3299.73095703125,3314.208984375,3268.8779296875,3280.951904296875,168400.0,3280.951904296875
2018-03-22,3281.264892578125,3288.797119140625,3242.761962890625,3263.47998046875,150400.0,3263.47998046875
2018-03-23,3172.77197265625,3188.235107421875,3110.6640625,3152.760986328125,275500.0,3152.760986328125
2018-03-26,3117.319091796875,3134.27587890625,3091.4580078125,3133.721923828125,186400.0,3133.721923828125
2018-03-27,3164.798095703125,3172.778076171875,3143.570068359375,3166.64892578125,189100.0,3166.64892578125
2018-03-28,3130.571044921875,3165.212890625,3117.533935546875,3122.2900390625,163500.0,3122.2900390625
2018-03-29,3127.262939453125,3174.509033203125,3098.2470703125,3160.531005859375,170300.0,3160.531005859375
2018-03-30,3161.785888671875,3177.720947265625,3152.888916015625,3168.89697265625,154600.0,3168.89697265625
2018-04-02,3169.779052734375,3192.340087890625,3159.986083984375,3163.178955078125,177700.0,3163.178955078125
2018-04-03,3130.012939453125,3144.33203125,3119.132080078125,3136.633056640625,152200.0,3136.633056640625
2018-04-04,3147.049072265625,3163.340087890625,3128.866943359375,3131.111083984375,147000.0,3131.111083984375
2018-04-09,3125.44189453125,3146.093017578125,3110.302978515625,3138.2939453125,139600.0,3138.2939453125
2018-04-10,3144.257080078125,3190.64892578125,3139.0810546875,3190.322021484375,168200.0,3190.322021484375
2018-04-11,3197.3720703125,3220.844970703125,3191.5869140625,3208.08203125,175900.0,3208.08203125
2018-04-12,3203.278076171875,3205.251953125,3177.049072265625,3180.157958984375,148200.0,3180.157958984375
2018-04-13,3192.0419921875,3197.89599609375,3155.506103515625,3159.052001953125,127600.0,3159.052001953125
2018-04-16,3152.887939453125,3153.10595703125,3096.10009765625,3110.64892578125,154400.0,3110.64892578125
2018-04-17,3112.97509765625,3118.760009765625,3064.028076171875,3066.797119140625,147200.0,3066.797119140625
2018-04-18,3091.909912109375,3096.888916015625,3041.625,3091.39892578125,159300.0,3091.39892578125
2018-04-19,3094.27392578125,3127.43896484375,3090.287109375,3117.3759765625,160100.0,3117.3759765625
2018-04-20,3105.4619140625,3111.1708984375,3065.9208984375,3071.54296875,155100.0,3071.54296875
2018-04-23,3063.443115234375,3085.056884765625,3045.93701171875,3068.011962890625,131700.0,3068.011962890625
2018-04-24,3069.74609375,3136.0400390625,3069.74609375,3128.927001953125,162300.0,3128.927001953125
2018-04-25,3112.39794921875,3122.907958984375,3107.0009765625,3117.97412109375,127300.0,3117.97412109375
2018-04-26,3119.49609375,3121.93310546875,3067.928955078125,3075.030029296875,134000.0,3075.030029296875
2018-04-27,3082.4150390625,3088.034912109375,3049.9140625,3082.23193359375,131200.0,3082.23193359375
2018-05-02,3087.408935546875,3097.60400390625,3064.762939453125,3081.177001953125,134200.0,3081.177001953125
2018-05-03,3074.51708984375,3105.659912109375,3056.156982421875,3100.85888671875,140000.0,3100.85888671875
2018-05-04,3093.116943359375,3104.093017578125,3086.784912109375,3091.032958984375,118700.0,3091.032958984375
2018-05-07,3094.89892578125,3136.8359375,3091.657958984375,3136.64501953125,138900.0,3136.64501953125
2018-05-08,3135.2958984375,3169.700927734375,3134.06201171875,3161.498046875,146900.0,3161.498046875
2018-05-09,3160.137939453125,3165.373046875,3145.656982421875,3159.14990234375,122600.0,3159.14990234375
2018-05-10,3169.050048828125,3176.137939453125,3155.532958984375,3174.4130859375,133000.0,3174.4130859375
2018-05-11,3179.797119140625,3180.756103515625,3162.2119140625,3163.262939453125,130700.0,3163.262939453125
2018-05-14,3167.0419921875,3183.81591796875,3163.47607421875,3174.031982421875,129300.0,3174.031982421875
2018-05-15,3180.425048828125,3192.806884765625,3164.51806640625,3192.117919921875,124500.0,3192.117919921875
2018-05-16,3180.22607421875,3191.947998046875,3166.81103515625,3169.56494140625,130500.0,3169.56494140625
2018-05-17,3170.006103515625,3172.76611328125,3148.62109375,3154.282958984375,114000.0,3154.282958984375
2018-05-18,3151.08203125,3193.452880859375,3144.77587890625,3193.302978515625,136500.0,3193.302978515625
2018-05-21,3206.176025390625,3219.739990234375,3203.3359375,3213.840087890625,164500.0,3213.840087890625
2018-05-22,3211.2470703125,3214.589111328125,3192.22802734375,3214.35009765625,144300.0,3214.35009765625
2018-05-23,3205.43701171875,3205.43701171875,3168.964111328125,3168.964111328125,157800.0,3168.964111328125
2018-05-24,3167.93896484375,3173.531005859375,3152.069091796875,3154.65087890625,124100.0,3154.65087890625
2018-05-25,3148.409912109375,3156.72607421875,3131.068115234375,3141.302978515625,128600.0,3141.302978515625
2018-05-28,3136.80908203125,3149.6650390625,3115.958984375,3135.08203125,128800.0,3135.08203125
2018-05-29,3129.62109375,3143.2080078125,3112.153076171875,3120.4609375,135700.0,3120.4609375
2018-05-30,3081.14208984375,3085.39697265625,3041.0,3041.443115234375,155100.0,3041.443115234375
2018-05-31,3061.8291015625,3098.075927734375,3054.26904296875,3095.47412109375,140500.0,3095.47412109375
2018-06-01,3084.75390625,3102.087890625,3059.785888671875,3075.136962890625,129900.0,3075.136962890625
2018-06-04,3083.427001953125,3098.402099609375,3076.993896484375,3091.19091796875,114600.0,3091.19091796875
2018-06-05,3088.008056640625,3114.76904296875,3080.0458984375,3114.2060546875,118700.0,3114.2060546875
2018-06-06,3109.175048828125,3117.52490234375,3103.532958984375,3115.179931640625,120200.0,3115.179931640625
2018-06-07,3121.18408203125,3128.715087890625,3105.577880859375,3109.4990234375,127800.0,3109.4990234375
2018-06-08,3100.60400390625,3100.68505859375,3053.2880859375,3067.14794921875,134700.0,3067.14794921875
2018-06-11,3057.339111328125,3063.610107421875,3037.9140625,3052.782958984375,108600.0,3052.782958984375
2018-06-12,3053.028076171875,3081.447021484375,3034.10107421875,3079.802001953125,113300.0,3079.802001953125
2018-06-13,3071.464111328125,3071.464111328125,3044.1201171875,3049.797119140625,119600.0,3049.797119140625
2018-06-14,3038.070068359375,3066.047119140625,3032.406005859375,3044.159912109375,115500.0,3044.159912109375
2018-06-15,3037.451904296875,3048.797119140625,3008.73193359375,3021.90087890625,144500.0,3021.90087890625
2018-06-19,2982.64990234375,2984.970947265625,2871.35498046875,2907.822021484375,230600.0,2907.822021484375
2018-06-20,2889.98388671875,2925.56103515625,2872.1630859375,2915.73095703125,144300.0,2915.73095703125
2018-06-21,2912.0029296875,2940.5859375,2872.618896484375,2875.81005859375,154400.0,2875.81005859375
2018-06-22,2855.5849609375,2891.968994140625,2837.14404296875,2889.760009765625,126100.0,2889.760009765625
2018-06-25,2903.449951171875,2908.6240234375,2857.87109375,2859.3359375,121900.0,2859.3359375
2018-06-26,2829.9951171875,2850.239990234375,2803.784912109375,2844.508056640625,125900.0,2844.508056640625
2018-06-27,2842.39599609375,2854.258056640625,2798.800048828125,2813.177978515625,129400.0,2813.177978515625
2018-06-28,2799.904052734375,2825.987060546875,2782.446044921875,2786.89697265625,118400.0,2786.89697265625
2018-06-29,2789.81103515625,2848.3720703125,2782.381103515625,2847.41796875,125700.0,2847.41796875
2018-07-02,2841.580078125,2845.679931640625,2756.81494140625,2775.556884765625,137000.0,2775.556884765625
2018-07-03,2774.570068359375,2786.887939453125,2722.448974609375,2786.887939453125,142500.0,2786.887939453125
2018-07-04,2776.632080078125,2793.178955078125,2754.155029296875,2759.1259765625,123300.0,2759.1259765625
2018-07-05,2755.339111328125,2777.52294921875,2727.93994140625,2733.882080078125,129200.0,2733.882080078125
2018-07-06,2731.35302734375,2768.8740234375,2691.02099609375,2747.22900390625,136300.0,2747.22900390625
2018-07-09,2752.447021484375,2815.7900390625,2752.447021484375,2815.110107421875,121500.0,2815.110107421875
2018-07-10,2819.7119140625,2828.492919921875,2800.625,2827.625,117100.0,2827.625
2018-07-11,2780.7041015625,2794.360107421875,2752.43505859375,2777.77099609375,126800.0,2777.77099609375
2018-07-12,2771.041015625,2844.193115234375,2771.041015625,2837.658935546875,147000.0,2837.658935546875
2018-07-13,2831.427978515625,2835.462890625,2818.847900390625,2831.18408203125,117700.0,2831.18408203125
2018-07-16,2827.08203125,2837.509033203125,2804.492919921875,2814.0419921875,107800.0,2814.0419921875
2018-07-17,2806.885009765625,2806.9189453125,2774.761962890625,2798.1259765625,105400.0,2798.1259765625
2018-07-18,2801.777099609375,2818.39501953125,2786.0400390625,2787.257080078125,121000.0,2787.257080078125
2018-07-19,2791.01611328125,2805.010986328125,2764.486083984375,2772.544921875,114500.0,2772.544921875
2018-07-20,2769.75390625,2837.862060546875,2753.840087890625,2829.27099609375,145900.0,2829.27099609375
2018-07-23,2815.200927734375,2863.571044921875,2809.615966796875,2859.5419921875,173400.0,2859.5419921875
2018-07-24,2862.26708984375,2911.465087890625,2862.26708984375,2905.56201171875,229600.0,2905.56201171875
2018-07-25,2911.452880859375,2912.31298828125,2894.0390625,2903.64697265625,167800.0,2903.64697265625
2018-07-26,2905.7939453125,2915.297119140625,2875.700927734375,2882.22509765625,168400.0,2882.22509765625
2018-07-27,2879.68994140625,2889.694091796875,2864.110107421875,2873.593994140625,146400.0,2873.593994140625
2018-07-30,2871.93994140625,2896.010986328125,2850.2958984375,2869.050048828125,151700.0,2869.050048828125
2018-07-31,2866.89892578125,2884.679931640625,2854.320068359375,2876.40087890625,118900.0,2876.40087890625
2018-08-01,2882.506103515625,2897.39990234375,2823.928955078125,2824.533935546875,149500.0,2824.533935546875
2018-08-02,2815.343994140625,2815.343994140625,2726.48291015625,2768.02392578125,174200.0,2768.02392578125
2018-08-03,2763.39599609375,2777.656982421875,2740.431884765625,2740.443115234375,127000.0,2740.443115234375
2018-08-06,2736.52587890625,2760.47412109375,2692.322021484375,2705.156982421875,129800.0,2705.156982421875
2018-08-07,2711.736083984375,2779.3740234375,2696.0390625,2779.3740234375,149600.0,2779.3740234375
2018-08-08,2771.12890625,2779.912109375,2741.06689453125,2744.070068359375,147700.0,2744.070068359375
2018-08-09,2729.5791015625,2801.658935546875,2726.215087890625,2794.382080078125,151700.0,2794.382080078125
2018-08-10,2791.402099609375,2806.114990234375,2777.506103515625,2795.31005859375,121500.0,2795.31005859375
2018-08-13,2769.01708984375,2789.798095703125,2742.56005859375,2785.8720703125,127500.0,2785.8720703125
2018-08-14,2780.736083984375,2789.444091796875,2766.569091796875,2780.965087890625,109600.0,2780.965087890625
2018-08-15,2777.2490234375,2777.702880859375,2721.239990234375,2723.258056640625,116200.0,2723.258056640625
2018-08-16,2691.426025390625,2732.948974609375,2672.740966796875,2705.19189453125,120300.0,2705.19189453125
2018-08-17,2723.886962890625,2730.3330078125,2665.592041015625,2668.966064453125,112400.0,2668.966064453125
2018-08-20,2673.06591796875,2698.466064453125,2653.112060546875,2698.466064453125,110800.0,2698.466064453125
2018-08-21,2700.342041015625,2739.173095703125,2696.2919921875,2733.825927734375,113600.0,2733.825927734375
2018-08-22,2731.9580078125,2731.9580078125,2709.06201171875,2714.60791015625,93700.0,2714.60791015625
2018-08-23,2714.866943359375,2736.010009765625,2700.803955078125,2724.6240234375,98400.0,2724.6240234375
2018-08-24,2717.0810546875,2748.823974609375,2705.323974609375,2729.430908203125,100500.0,2729.430908203125
2018-08-27,2736.319091796875,2780.89892578125,2736.319091796875,2780.89892578125,132800.0,2780.89892578125
2018-08-28,2782.29296875,2791.389892578125,2769.40087890625,2777.98095703125,118700.0,2777.98095703125
2018-08-29,2774.864990234375,2778.5390625,2762.35009765625,2769.294921875,100200.0,2769.294921875
2018-08-30,2769.33203125,2780.527099609375,2736.345947265625,2737.737060546875,106100.0,2737.737060546875
2018-08-31,2730.113037109375,2744.631103515625,2710.537109375,2725.25,109800.0,2725.25
2018-09-03,2716.404052734375,2722.85205078125,2692.364013671875,2720.73388671875,102200.0,2720.73388671875
2018-09-04,2720.64794921875,2756.60693359375,2712.3759765625,2750.580078125,109000.0,2750.580078125
2018-09-05,2741.3798828125,2745.467041015625,2704.3369140625,2704.3369140625,105000.0,2704.3369140625
2018-09-06,2697.577880859375,2719.406005859375,2683.7451171875,2691.593017578125,99000.0,2691.593017578125
2018-09-07,2696.677978515625,2728.5458984375,2683.718994140625,2702.301025390625,107500.0,2702.301025390625
2018-09-10,2698.010986328125,2703.428955078125,2667.31689453125,2669.485107421875,103600.0,2669.485107421875
2018-09-11,2668.487060546875,2680.572998046875,2652.7041015625,2664.800048828125,99900.0,2664.800048828125
2018-09-12,2659.743896484375,2672.073974609375,2647.169921875,2656.110107421875,90000.0,2656.110107421875
2018-09-13,2679.2080078125,2689.06201171875,2653.18896484375,2686.577880859375,107300.0,2686.577880859375
2018-09-14,2688.779052734375,2694.919921875,2675.2900390625,2681.64306640625,100000.0,2681.64306640625
2018-09-17,2671.291015625,2671.291015625,2647.9150390625,2651.7890625,88200.0,2651.7890625
2018-09-18,2644.2958984375,2700.193115234375,2644.2958984375,2699.949951171875,115800.0,2699.949951171875
2018-09-19,2694.799072265625,2746.080078125,2690.993896484375,2730.85009765625,141600.0,2730.85009765625
2018-09-20,2732.169921875,2743.965087890625,2724.083984375,2729.243896484375,111400.0,2729.243896484375
2018-09-21,2733.8740234375,2797.485107421875,2722.031982421875,2797.485107421875,158000.0,2797.485107421875
2018-09-25,2775.06591796875,2790.031982421875,2771.159912109375,2781.138916015625,112000.0,2781.138916015625
2018-09-26,2785.31689453125,2827.341064453125,2783.342041015625,2806.81298828125,139600.0,2806.81298828125
2018-09-27,2805.79296875,2810.506103515625,2786.322021484375,2791.77490234375,124000.0,2791.77490234375
2018-09-28,2794.263916015625,2821.7548828125,2791.8359375,2821.35009765625,134300.0,2821.35009765625
2018-10-08,2768.2080078125,2771.93798828125,2710.177978515625,2716.510009765625,149500.0,2716.510009765625
2018-10-09,2713.73193359375,2734.31396484375,2711.197021484375,2721.012939453125,116800.0,2721.012939453125
2018-10-10,2723.72412109375,2743.548095703125,2703.06298828125,2725.8369140625,113500.0,2725.8369140625
2018-10-11,2643.073974609375,2661.285888671875,2560.31591796875,2583.4580078125,197200.0,2583.4580078125
2018-10-12,2574.0419921875,2615.9169921875,2536.6650390625,2606.9130859375,170100.0,2606.9130859375
2018-10-15,2605.912109375,2611.968994140625,2564.738037109375,2568.097900390625,118600.0,2568.097900390625
2018-10-16,2567.763916015625,2597.715087890625,2536.44091796875,2546.330078125,119400.0,2546.330078125
2018-10-17,2574.31298828125,2582.549072265625,2517.572998046875,2561.614013671875,130000.0,2561.614013671875
2018-10-18,2544.910888671875,2544.910888671875,2485.618896484375,2486.4189453125,125400.0,2486.4189453125
2018-10-19,2460.0810546875,2553.386962890625,2449.197021484375,2550.465087890625,147300.0,2550.465087890625
2018-10-22,2565.64404296875,2675.406005859375,2565.64404296875,2654.8759765625,211900.0,2654.8759765625
2018-10-23,2652.64794921875,2659.81201171875,2583.260986328125,2594.825927734375,178300.0,2594.825927734375
2018-10-24,2579.971923828125,2640.402099609375,2577.77294921875,2603.294921875,160100.0,2603.294921875
2018-10-25,2540.93505859375,2606.10107421875,2531.534912109375,2603.800048828125,162000.0,2603.800048828125
2018-10-26,2610.89794921875,2626.115966796875,2580.844970703125,2598.846923828125,158900.0,2598.846923828125
2018-10-29,2593.591064453125,2595.537109375,2529.18798828125,2542.10302734375,134200.0,2542.10302734375
2018-10-30,2538.573974609375,2586.9189453125,2521.783935546875,2568.048095703125,166700.0,2568.048095703125
2018-10-31,2573.014892578125,2612.922119140625,2567.027099609375,2602.782958984375,180600.0,2602.782958984375
2018-11-01,2617.032958984375,2636.799072265625,2603.65087890625,2606.237060546875,200900.0,2606.237060546875
2018-11-02,2649.2509765625,2676.47607421875,2628.8701171875,2676.47607421875,225000.0,2676.47607421875
2018-11-05,2665.427001953125,2673.18798828125,2639.27099609375,2665.430908203125,193800.0,2665.430908203125
2018-11-06,2660.718994140625,2660.863037109375,2635.321044921875,2659.35595703125,163700.0,2659.35595703125
2018-11-07,2659.844970703125,2675.677001953125,2639.24609375,2641.342041015625,173200.0,2641.342041015625
2018-11-08,2660.0869140625,2662.368896484375,2632.301025390625,2635.632080078125,159600.0,2635.632080078125
2018-11-09,2621.238037109375,2621.238037109375,2598.160888671875,2598.8720703125,152400.0,2598.8720703125
2018-11-12,2593.199951171875,2631.169921875,2590.2109375,2630.52001953125,175000.0,2630.52001953125
2018-11-13,2600.5,2666.485107421875,2597.347900390625,2654.8798828125,249300.0,2654.8798828125
2018-11-14,2648.30908203125,2658.306884765625,2627.95703125,2632.242919921875,238400.0,2632.242919921875
2018-11-15,2632.137939453125,2668.169921875,2631.887939453125,2668.169921875,207800.0,2668.169921875
2018-11-16,2669.780029296875,2695.569091796875,2657.033935546875,2679.110107421875,242200.0,2679.110107421875
2018-11-19,2681.89892578125,2703.511962890625,2674.177978515625,2703.511962890625,231700.0,2703.511962890625
2018-11-20,2684.287109375,2690.830078125,2643.35888671875,2645.85498046875,215900.0,2645.85498046875
2018-11-21,2619.821044921875,2653.7958984375,2617.77587890625,2651.5048828125,182600.0,2651.5048828125
2018-11-22,2655.89599609375,2658.0009765625,2634.48291015625,2645.43408203125,149300.0,2645.43408203125
2018-11-23,2640.6669921875,2642.035888671875,2577.35107421875,2579.48291015625,191500.0,2579.48291015625
2018-11-26,2580.842041015625,2594.9970703125,2568.034912109375,2575.81005859375,134300.0,2575.81005859375
2018-11-27,2585.825927734375,2592.534912109375,2566.166015625,2574.678955078125,123700.0,2574.678955078125
2018-11-28,2575.4541015625,2601.962890625,2561.56201171875,2601.737060546875,146000.0,2601.737060546875
2018-11-29,2613.781005859375,2617.548095703125,2567.443115234375,2567.443115234375,157200.0,2567.443115234375
2018-11-30,2564.56396484375,2590.2099609375,2555.322021484375,2588.18798828125,139300.0,2588.18798828125
2018-12-03,2647.132080078125,2665.298095703125,2629.18408203125,2654.798095703125,207500.0,2654.798095703125
2018-12-04,2651.56103515625,2666.077880859375,2644.89599609375,2665.9580078125,167900.0,2665.9580078125
2018-12-05,2629.8330078125,2660.388916015625,2625.9130859375,2649.804931640625,154500.0,2649.804931640625
2018-12-06,2629.820068359375,2633.677978515625,2603.132080078125,2605.180908203125,141700.0,2605.180908203125
2018-12-07,2609.341064453125,2614.58203125,2599.278076171875,2605.887939453125,109100.0,2605.887939453125
2018-12-10,2589.194091796875,2599.761962890625,2576.241943359375,2584.58203125,113200.0,2584.58203125
2018-12-11,2587.014892578125,2596.14599609375,2583.196044921875,2594.087890625,101300.0,2594.087890625
2018-12-12,2608.114013671875,2610.009033203125,2595.074951171875,2602.153076171875,103500.0,2602.153076171875
